Product Name,Region,AQ Min (kWh),AQ Max (kWh),Contract Length (months),Valid from,Valid to,p/kWh
12WA2B16477 Start Month 9 - 4 Year,WA2,250001,293000,48,01/07/2020,30/06/2024,2.845025
12WA2B16477 Start Month 9 - 5 Year,WA2,250001,293000,60,01/07/2020,30/06/2025,2.810485
12WM1B16399 Start Month 1 - 1 Year,WM1,250001,293000,12,01/11/2019,31/10/2020,2.733488
12WM1B16399 Start Month 1 - 2 Year,WM1,250001,293000,24,01/11/2019,31/10/2021,2.799141
12WM1B16399 Start Month 1 - 3 Year,WM1,250001,293000,36,01/11/2019,31/10/2022,2.832836
12WM1B16399 Start Month 1 - 4 Year,WM1,250001,293000,48,01/11/2019,31/10/2023,2.859903
12WM1B16399 Start Month 1 - 5 Year,WM1,250001,293000,60,01/11/2019,31/10/2024,2.873878
12WM1B16399 Start Month 10 - 1 Year,WM1,250001,293000,12,01/08/2020,31/07/2021,2.894447
12WM1B16399 Start Month 10 - 2 Year,WM1,250001,293000,24,01/08/2020,31/07/2022,2.902564
12WM1B16399 Start Month 10 - 3 Year,WM1,250001,293000,36,01/08/2020,31/07/2023,2.916466
12WM1B16399 Start Month 10 - 4 Year,WM1,250001,293000,48,01/08/2020,31/07/2024,2.919435
12WM1B16399 Start Month 10 - 5 Year,WM1,250001,293000,60,01/08/2020,31/07/2025,2.874177
12WM1B16399 Start Month 11 - 1 Year,WM1,250001,293000,12,01/09/2020,31/08/2021,2.897717
12WM1B16399 Start Month 11 - 2 Year,WM1,250001,293000,24,01/09/2020,31/08/2022,2.906064
12WM1B16399 Start Month 11 - 3 Year,WM1,250001,293000,36,01/09/2020,31/08/2023,2.919865
12WM1B16399 Start Month 11 - 4 Year,WM1,250001,293000,48,01/09/2020,31/08/2024,2.922935
12WM1B16399 Start Month 11 - 5 Year,WM1,250001,293000,60,01/09/2020,31/08/2025,2.853675
12WM1B16399 Start Month 12 - 1 Year,WM1,250001,293000,12,01/10/2020,30/09/2021,2.901217
12WM1B16399 Start Month 12 - 2 Year,WM1,250001,293000,24,01/10/2020,30/09/2022,2.907718
12WM1B16399 Start Month 12 - 3 Year,WM1,250001,293000,36,01/10/2020,30/09/2023,2.92286
12WM1B16399 Start Month 12 - 4 Year,WM1,250001,293000,48,01/10/2020,30/09/2024,2.924983
12WM1B16399 Start Month 12 - 5 Year,WM1,250001,293000,60,01/10/2020,30/09/2025,2.842667
12WM1B16399 Start Month 2 - 1 Year,WM1,250001,293000,12,01/12/2019,30/11/2020,2.778837
12WM1B16399 Start Month 2 - 2 Year,WM1,250001,293000,24,01/12/2019,30/11/2021,2.829744
12WM1B16399 Start Month 2 - 3 Year,WM1,250001,293000,36,01/12/2019,30/11/2022,2.856104
12WM1B16399 Start Month 2 - 4 Year,WM1,250001,293000,48,01/12/2019,30/11/2023,2.880343
12WM1B16399 Start Month 2 - 5 Year,WM1,250001,293000,60,01/12/2019,30/11/2024,2.894144
12WM1B16399 Start Month 3 - 1 Year,WM1,250001,293000,12,01/01/2020,31/12/2020,2.804049
12WM1B16399 Start Month 3 - 2 Year,WM1,250001,293000,24,01/01/2020,31/12/2021,2.848227
12WM1B16399 Start Month 3 - 3 Year,WM1,250001,293000,36,01/01/2020,31/12/2022,2.870474
12WM1B16399 Start Month 3 - 4 Year,WM1,250001,293000,48,01/01/2020,31/12/2023,2.895256
12WM1B16399 Start Month 3 - 5 Year,WM1,250001,293000,60,01/01/2020,31/12/2024,2.909057
12WM1B16399 Start Month 4 - 1 Year,WM1,250001,293000,12,01/02/2020,31/01/2021,2.825663
12WM1B16399 Start Month 4 - 2 Year,WM1,250001,293000,24,01/02/2020,31/01/2022,2.862837
12WM1B16399 Start Month 4 - 3 Year,WM1,250001,293000,36,01/02/2020,31/01/2023,2.881218
12WM1B16399 Start Month 4 - 4 Year,WM1,250001,293000,48,01/02/2020,31/01/2024,2.906505
12WM1B16399 Start Month 4 - 5 Year,WM1,250001,293000,60,01/02/2020,31/01/2025,2.918021
12WM1B16399 Start Month 5 - 1 Year,WM1,250001,293000,12,01/03/2020,28/02/2021,2.845762
12WM1B16399 Start Month 5 - 2 Year,WM1,250001,293000,24,01/03/2020,28/02/2022,2.872432
12WM1B16399 Start Month 5 - 3 Year,WM1,250001,293000,36,01/03/2020,28/02/2023,2.890144
12WM1B16399 Start Month 5 - 4 Year,WM1,250001,293000,48,01/03/2020,29/02/2024,2.917277
12WM1B16399 Start Month 5 - 5 Year,WM1,250001,293000,60,01/03/2020,28/02/2025,2.925561
12WM1B16399 Start Month 6 - 1 Year,WM1,250001,293000,12,01/04/2020,31/03/2021,2.873812
12WM1B16399 Start Month 6 - 2 Year,WM1,250001,293000,24,01/04/2020,31/03/2022,2.886572
12WM1B16399 Start Month 6 - 3 Year,WM1,250001,293000,36,01/04/2020,31/03/2023,2.901787
12WM1B16399 Start Month 6 - 4 Year,WM1,250001,293000,48,01/04/2020,31/03/2024,2.928516
12WM1B16399 Start Month 6 - 5 Year,WM1,250001,293000,60,01/04/2020,31/03/2025,2.934818
12WM1B16399 Start Month 7 - 1 Year,WM1,250001,293000,12,01/05/2020,30/04/2021,2.882425
12WM1B16399 Start Month 7 - 2 Year,WM1,250001,293000,24,01/05/2020,30/04/2022,2.892496
12WM1B16399 Start Month 7 - 3 Year,WM1,250001,293000,36,01/05/2020,30/04/2023,2.906701
12WM1B16399 Start Month 7 - 4 Year,WM1,250001,293000,48,01/05/2020,30/04/2024,2.933642
12WM1B16399 Start Month 7 - 5 Year,WM1,250001,293000,60,01/05/2020,30/04/2025,2.926262
12WM1B16399 Start Month 8 - 1 Year,WM1,250001,293000,12,01/06/2020,31/05/2021,2.885594
12WM1B16399 Start Month 8 - 2 Year,WM1,250001,293000,24,01/06/2020,31/05/2022,2.894554
12WM1B16399 Start Month 8 - 3 Year,WM1,250001,293000,36,01/06/2020,31/05/2023,2.910201
12WM1B16399 Start Month 8 - 4 Year,WM1,250001,293000,48,01/06/2020,31/05/2024,2.937142
12WM1B16399 Start Month 8 - 5 Year,WM1,250001,293000,60,01/06/2020,31/05/2025,2.915557
12WM1B16399 Start Month 9 - 1 Year,WM1,250001,293000,12,01/07/2020,30/06/2021,2.889672
12WM1B16399 Start Month 9 - 2 Year,WM1,250001,293000,24,01/07/2020,30/06/2022,2.898155
12WM1B16399 Start Month 9 - 3 Year,WM1,250001,293000,36,01/07/2020,30/06/2023,2.912562
12WM1B16399 Start Month 9 - 4 Year,WM1,250001,293000,48,01/07/2020,30/06/2024,2.928146
12WM1B16399 Start Month 9 - 5 Year,WM1,250001,293000,60,01/07/2020,30/06/2025,2.894891
12WM2B16399 Start Month 1 - 1 Year,WM2,250001,293000,12,01/11/2019,31/10/2020,2.726008
12WM2B16399 Start Month 1 - 2 Year,WM2,250001,293000,24,01/11/2019,31/10/2021,2.791661
12WM2B16399 Start Month 1 - 3 Year,WM2,250001,293000,36,01/11/2019,31/10/2022,2.825366
12WM2B16399 Start Month 1 - 4 Year,WM2,250001,293000,48,01/11/2019,31/10/2023,2.852433
12WM2B16399 Start Month 1 - 5 Year,WM2,250001,293000,60,01/11/2019,31/10/2024,2.866408
12WM2B16399 Start Month 10 - 1 Year,WM2,250001,293000,12,01/08/2020,31/07/2021,2.888217
12WM2B16399 Start Month 10 - 2 Year,WM2,250001,293000,24,01/08/2020,31/07/2022,2.896334
12WM2B16399 Start Month 10 - 3 Year,WM2,250001,293000,36,01/08/2020,31/07/2023,2.910236
12WM2B16399 Start Month 10 - 4 Year,WM2,250001,293000,48,01/08/2020,31/07/2024,2.911955
12WM2B16399 Start Month 10 - 5 Year,WM2,250001,293000,60,01/08/2020,31/07/2025,2.866707
12WM2B16399 Start Month 11 - 1 Year,WM2,250001,293000,12,01/09/2020,31/08/2021,2.891487
12WM2B16399 Start Month 11 - 2 Year,WM2,250001,293000,24,01/09/2020,31/08/2022,2.898594
12WM2B16399 Start Month 11 - 3 Year,WM2,250001,293000,36,01/09/2020,31/08/2023,2.912395
12WM2B16399 Start Month 11 - 4 Year,WM2,250001,293000,48,01/09/2020,31/08/2024,2.915455
12WM2B16399 Start Month 11 - 5 Year,WM2,250001,293000,60,01/09/2020,31/08/2025,2.846205
12WM2B16399 Start Month 12 - 1 Year,WM2,250001,293000,12,01/10/2020,30/09/2021,2.893737
12WM2B16399 Start Month 12 - 2 Year,WM2,250001,293000,24,01/10/2020,30/09/2022,2.901488
12WM2B16399 Start Month 12 - 3 Year,WM2,250001,293000,36,01/10/2020,30/09/2023,2.91539
12WM2B16399 Start Month 12 - 4 Year,WM2,250001,293000,48,01/10/2020,30/09/2024,2.918753
12WM2B16399 Start Month 12 - 5 Year,WM2,250001,293000,60,01/10/2020,30/09/2025,2.836437
12WM2B16399 Start Month 2 - 1 Year,WM2,250001,293000,12,01/12/2019,30/11/2020,2.771357
12WM2B16399 Start Month 2 - 2 Year,WM2,250001,293000,24,01/12/2019,30/11/2021,2.822264
12WM2B16399 Start Month 2 - 3 Year,WM2,250001,293000,36,01/12/2019,30/11/2022,2.848624
12WM2B16399 Start Month 2 - 4 Year,WM2,250001,293000,48,01/12/2019,30/11/2023,2.872873
12WM2B16399 Start Month 2 - 5 Year,WM2,250001,293000,60,01/12/2019,30/11/2024,2.886674
12WM2B16399 Start Month 3 - 1 Year,WM2,250001,293000,12,01/01/2020,31/12/2020,2.796579
12WM2B16399 Start Month 3 - 2 Year,WM2,250001,293000,24,01/01/2020,31/12/2021,2.841997
12WM2B16399 Start Month 3 - 3 Year,WM2,250001,293000,36,01/01/2020,31/12/2022,2.863004
12WM2B16399 Start Month 3 - 4 Year,WM2,250001,293000,48,01/01/2020,31/12/2023,2.887786
12WM2B16399 Start Month 3 - 5 Year,WM2,250001,293000,60,01/01/2020,31/12/2024,2.901587
12WM2B16399 Start Month 4 - 1 Year,WM2,250001,293000,12,01/02/2020,31/01/2021,2.818193
12WM2B16399 Start Month 4 - 2 Year,WM2,250001,293000,24,01/02/2020,31/01/2022,2.854117
12WM2B16399 Start Month 4 - 3 Year,WM2,250001,293000,36,01/02/2020,31/01/2023,2.873748
12WM2B16399 Start Month 4 - 4 Year,WM2,250001,293000,48,01/02/2020,31/01/2024,2.899025
12WM2B16399 Start Month 4 - 5 Year,WM2,250001,293000,60,01/02/2020,31/01/2025,2.910541
12WM2B16399 Start Month 5 - 1 Year,WM2,250001,293000,12,01/03/2020,28/02/2021,2.838292
12WM2B16399 Start Month 5 - 2 Year,WM2,250001,293000,24,01/03/2020,28/02/2022,2.863712
12WM2B16399 Start Month 5 - 3 Year,WM2,250001,293000,36,01/03/2020,28/02/2023,2.883914
12WM2B16399 Start Month 5 - 4 Year,WM2,250001,293000,48,01/03/2020,29/02/2024,2.909797
12WM2B16399 Start Month 5 - 5 Year,WM2,250001,293000,60,01/03/2020,28/02/2025,2.918081
12WM2B16399 Start Month 6 - 1 Year,WM2,250001,293000,12,01/04/2020,31/03/2021,2.866332
12WM2B16399 Start Month 6 - 2 Year,WM2,250001,293000,24,01/04/2020,31/03/2022,2.879092
12WM2B16399 Start Month 6 - 3 Year,WM2,250001,293000,36,01/04/2020,31/03/2023,2.895557
12WM2B16399 Start Month 6 - 4 Year,WM2,250001,293000,48,01/04/2020,31/03/2024,2.922296
12WM2B16399 Start Month 6 - 5 Year,WM2,250001,293000,60,01/04/2020,31/03/2025,2.927338
12WM2B16399 Start Month 7 - 1 Year,WM2,250001,293000,12,01/05/2020,30/04/2021,2.874955
12WM2B16399 Start Month 7 - 2 Year,WM2,250001,293000,24,01/05/2020,30/04/2022,2.885026
12WM2B16399 Start Month 7 - 3 Year,WM2,250001,293000,36,01/05/2020,30/04/2023,2.900471
12WM2B16399 Start Month 7 - 4 Year,WM2,250001,293000,48,01/05/2020,30/04/2024,2.926162
12WM2B16399 Start Month 7 - 5 Year,WM2,250001,293000,60,01/05/2020,30/04/2025,2.918792
12WM2B16399 Start Month 8 - 1 Year,WM2,250001,293000,12,01/06/2020,31/05/2021,2.878114
12WM2B16399 Start Month 8 - 2 Year,WM2,250001,293000,24,01/06/2020,31/05/2022,2.887074
12WM2B16399 Start Month 8 - 3 Year,WM2,250001,293000,36,01/06/2020,31/05/2023,2.902731
12WM2B16399 Start Month 8 - 4 Year,WM2,250001,293000,48,01/06/2020,31/05/2024,2.929662
12WM2B16399 Start Month 8 - 5 Year,WM2,250001,293000,60,01/06/2020,31/05/2025,2.909327
12WM2B16399 Start Month 9 - 1 Year,WM2,250001,293000,12,01/07/2020,30/06/2021,2.882192
12WM2B16399 Start Month 9 - 2 Year,WM2,250001,293000,24,01/07/2020,30/06/2022,2.891925
12WM2B16399 Start Month 9 - 3 Year,WM2,250001,293000,36,01/07/2020,30/06/2023,2.906332
12WM2B16399 Start Month 9 - 4 Year,WM2,250001,293000,48,01/07/2020,30/06/2024,2.920676
12WM2B16399 Start Month 9 - 5 Year,WM2,250001,293000,60,01/07/2020,30/06/2025,2.887411
12WM3B16399 Start Month 1 - 1 Year,WM3,250001,293000,12,01/11/2019,31/10/2020,2.709818
12WM3B16399 Start Month 1 - 2 Year,WM3,250001,293000,24,01/11/2019,31/10/2021,2.776711
12WM3B16399 Start Month 1 - 3 Year,WM3,250001,293000,36,01/11/2019,31/10/2022,2.809166
12WM3B16399 Start Month 1 - 4 Year,WM3,250001,293000,48,01/11/2019,31/10/2023,2.836243
12WM3B16399 Start Month 1 - 5 Year,WM3,250001,293000,60,01/11/2019,31/10/2024,2.851458
12WM3B16399 Start Month 10 - 1 Year,WM3,250001,293000,12,01/08/2020,31/07/2021,2.873267
12WM3B16399 Start Month 10 - 2 Year,WM3,250001,293000,24,01/08/2020,31/07/2022,2.880134
12WM3B16399 Start Month 10 - 3 Year,WM3,250001,293000,36,01/08/2020,31/07/2023,2.895286
12WM3B16399 Start Month 10 - 4 Year,WM3,250001,293000,48,01/08/2020,31/07/2024,2.895765
12WM3B16399 Start Month 10 - 5 Year,WM3,250001,293000,60,01/08/2020,31/07/2025,2.851757
12WM3B16399 Start Month 11 - 1 Year,WM3,250001,293000,12,01/09/2020,31/08/2021,2.876537
12WM3B16399 Start Month 11 - 2 Year,WM3,250001,293000,24,01/09/2020,31/08/2022,2.883644
12WM3B16399 Start Month 11 - 3 Year,WM3,250001,293000,36,01/09/2020,31/08/2023,2.897445
12WM3B16399 Start Month 11 - 4 Year,WM3,250001,293000,48,01/09/2020,31/08/2024,2.899265
12WM3B16399 Start Month 11 - 5 Year,WM3,250001,293000,60,01/09/2020,31/08/2025,2.832495
12WM3B16399 Start Month 12 - 1 Year,WM3,250001,293000,12,01/10/2020,30/09/2021,2.880037
12WM3B16399 Start Month 12 - 2 Year,WM3,250001,293000,24,01/10/2020,30/09/2022,2.885288
12WM3B16399 Start Month 12 - 3 Year,WM3,250001,293000,36,01/10/2020,30/09/2023,2.90044
12WM3B16399 Start Month 12 - 4 Year,WM3,250001,293000,48,01/10/2020,30/09/2024,2.902563
12WM3B16399 Start Month 12 - 5 Year,WM3,250001,293000,60,01/10/2020,30/09/2025,2.822737
12WM3B16399 Start Month 2 - 1 Year,WM3,250001,293000,12,01/12/2019,30/11/2020,2.753917
12WM3B16399 Start Month 2 - 2 Year,WM3,250001,293000,24,01/12/2019,30/11/2021,2.807314
12WM3B16399 Start Month 2 - 3 Year,WM3,250001,293000,36,01/12/2019,30/11/2022,2.832434
12WM3B16399 Start Month 2 - 4 Year,WM3,250001,293000,48,01/12/2019,30/11/2023,2.856673
12WM3B16399 Start Month 2 - 5 Year,WM3,250001,293000,60,01/12/2019,30/11/2024,2.870474
12WM3B16399 Start Month 3 - 1 Year,WM3,250001,293000,12,01/01/2020,31/12/2020,2.780379
12WM3B16399 Start Month 3 - 2 Year,WM3,250001,293000,24,01/01/2020,31/12/2021,2.827047
12WM3B16399 Start Month 3 - 3 Year,WM3,250001,293000,36,01/01/2020,31/12/2022,2.846804
12WM3B16399 Start Month 3 - 4 Year,WM3,250001,293000,48,01/01/2020,31/12/2023,2.872836
12WM3B16399 Start Month 3 - 5 Year,WM3,250001,293000,60,01/01/2020,31/12/2024,2.885397
12WM3B16399 Start Month 4 - 1 Year,WM3,250001,293000,12,01/02/2020,31/01/2021,2.803243
12WM3B16399 Start Month 4 - 2 Year,WM3,250001,293000,24,01/02/2020,31/01/2022,2.839167
12WM3B16399 Start Month 4 - 3 Year,WM3,250001,293000,36,01/02/2020,31/01/2023,2.858798
12WM3B16399 Start Month 4 - 4 Year,WM3,250001,293000,48,01/02/2020,31/01/2024,2.884075
12WM3B16399 Start Month 4 - 5 Year,WM3,250001,293000,60,01/02/2020,31/01/2025,2.894351
12WM3B16399 Start Month 5 - 1 Year,WM3,250001,293000,12,01/03/2020,28/02/2021,2.823342
12WM3B16399 Start Month 5 - 2 Year,WM3,250001,293000,24,01/03/2020,28/02/2022,2.850002
12WM3B16399 Start Month 5 - 3 Year,WM3,250001,293000,36,01/03/2020,28/02/2023,2.867714
12WM3B16399 Start Month 5 - 4 Year,WM3,250001,293000,48,01/03/2020,29/02/2024,2.894857
12WM3B16399 Start Month 5 - 5 Year,WM3,250001,293000,60,01/03/2020,28/02/2025,2.903131
12WM3B16399 Start Month 6 - 1 Year,WM3,250001,293000,12,01/04/2020,31/03/2021,2.851382
12WM3B16399 Start Month 6 - 2 Year,WM3,250001,293000,24,01/04/2020,31/03/2022,2.865392
12WM3B16399 Start Month 6 - 3 Year,WM3,250001,293000,36,01/04/2020,31/03/2023,2.879367
12WM3B16399 Start Month 6 - 4 Year,WM3,250001,293000,48,01/04/2020,31/03/2024,2.906096
12WM3B16399 Start Month 6 - 5 Year,WM3,250001,293000,60,01/04/2020,31/03/2025,2.912398
12WM3B16399 Start Month 7 - 1 Year,WM3,250001,293000,12,01/05/2020,30/04/2021,2.860005
12WM3B16399 Start Month 7 - 2 Year,WM3,250001,293000,24,01/05/2020,30/04/2022,2.870076
12WM3B16399 Start Month 7 - 3 Year,WM3,250001,293000,36,01/05/2020,30/04/2023,2.884281
12WM3B16399 Start Month 7 - 4 Year,WM3,250001,293000,48,01/05/2020,30/04/2024,2.911212
12WM3B16399 Start Month 7 - 5 Year,WM3,250001,293000,60,01/05/2020,30/04/2025,2.903842
12WM3B16399 Start Month 8 - 1 Year,WM3,250001,293000,12,01/06/2020,31/05/2021,2.864414
12WM3B16399 Start Month 8 - 2 Year,WM3,250001,293000,24,01/06/2020,31/05/2022,2.873374
12WM3B16399 Start Month 8 - 3 Year,WM3,250001,293000,36,01/06/2020,31/05/2023,2.887781
12WM3B16399 Start Month 8 - 4 Year,WM3,250001,293000,48,01/06/2020,31/05/2024,2.914712
12WM3B16399 Start Month 8 - 5 Year,WM3,250001,293000,60,01/06/2020,31/05/2025,2.893137
12WM3B16399 Start Month 9 - 1 Year,WM3,250001,293000,12,01/07/2020,30/06/2021,2.868492
12WM3B16399 Start Month 9 - 2 Year,WM3,250001,293000,24,01/07/2020,30/06/2022,2.876975
12WM3B16399 Start Month 9 - 3 Year,WM3,250001,293000,36,01/07/2020,30/06/2023,2.890142
12WM3B16399 Start Month 9 - 4 Year,WM3,250001,293000,48,01/07/2020,30/06/2024,2.905726
12WM3B16399 Start Month 9 - 5 Year,WM3,250001,293000,60,01/07/2020,30/06/2025,2.871221
1EA1B15810 Start Month 1 - 1 Year,EA1,0,10000,12,01/11/2019,31/10/2020,4.385209
1EA1B15810 Start Month 1 - 2 Year,EA1,0,10000,24,01/11/2019,31/10/2021,4.448334
1EA1B15810 Start Month 1 - 3 Year,EA1,0,10000,36,01/11/2019,31/10/2022,4.47217
1EA1B15810 Start Month 1 - 4 Year,EA1,0,10000,48,01/11/2019,31/10/2023,4.52483
1EA1B15810 Start Month 1 - 5 Year,EA1,0,10000,60,01/11/2019,31/10/2024,4.528062
1EA1B15810 Start Month 10 - 1 Year,EA1,0,10000,12,01/08/2020,31/07/2021,4.548728
1EA1B15810 Start Month 10 - 2 Year,EA1,0,10000,24,01/08/2020,31/07/2022,4.543072
1EA1B15810 Start Month 10 - 3 Year,EA1,0,10000,36,01/08/2020,31/07/2023,4.579673
1EA1B15810 Start Month 10 - 4 Year,EA1,0,10000,48,01/08/2020,31/07/2024,4.604962
1EA1B15810 Start Month 10 - 5 Year,EA1,0,10000,60,01/08/2020,31/07/2025,4.561897
1EA1B15810 Start Month 11 - 1 Year,EA1,0,10000,12,01/09/2020,31/08/2021,4.550445
1EA1B15810 Start Month 11 - 2 Year,EA1,0,10000,24,01/09/2020,31/08/2022,4.54388
1EA1B15810 Start Month 11 - 3 Year,EA1,0,10000,36,01/09/2020,31/08/2023,4.616779
1EA1B15810 Start Month 11 - 4 Year,EA1,0,10000,48,01/09/2020,31/08/2024,4.60577
1EA1B15810 Start Month 11 - 5 Year,EA1,0,10000,60,01/09/2020,31/08/2025,4.517822
1EA1B15810 Start Month 12 - 1 Year,EA1,0,10000,12,01/10/2020,30/09/2021,4.551253
1EA1B15810 Start Month 12 - 2 Year,EA1,0,10000,24,01/10/2020,30/09/2022,4.544183
1EA1B15810 Start Month 12 - 3 Year,EA1,0,10000,36,01/10/2020,30/09/2023,4.617284
1EA1B15810 Start Month 12 - 4 Year,EA1,0,10000,48,01/10/2020,30/09/2024,4.606376
1EA1B15810 Start Month 12 - 5 Year,EA1,0,10000,60,01/10/2020,30/09/2025,4.518125
1EA1B15810 Start Month 2 - 1 Year,EA1,0,10000,12,01/12/2019,30/11/2020,4.430457
1EA1B15810 Start Month 2 - 2 Year,EA1,0,10000,24,01/12/2019,30/11/2021,4.478735
1EA1B15810 Start Month 2 - 3 Year,EA1,0,10000,36,01/12/2019,30/11/2022,4.49439
1EA1B15810 Start Month 2 - 4 Year,EA1,0,10000,48,01/12/2019,30/11/2023,4.544121
1EA1B15810 Start Month 2 - 5 Year,EA1,0,10000,60,01/12/2019,30/11/2024,4.545838
1EA1B15810 Start Month 3 - 1 Year,EA1,0,10000,12,01/01/2020,31/12/2020,4.457929
1EA1B15810 Start Month 3 - 2 Year,EA1,0,10000,24,01/01/2020,31/12/2021,4.498026
1EA1B15810 Start Month 3 - 3 Year,EA1,0,10000,36,01/01/2020,31/12/2022,4.508025
1EA1B15810 Start Month 3 - 4 Year,EA1,0,10000,48,01/01/2020,31/12/2023,4.556948
1EA1B15810 Start Month 3 - 5 Year,EA1,0,10000,60,01/01/2020,31/12/2024,4.558766
1EA1B15810 Start Month 4 - 1 Year,EA1,0,10000,12,01/02/2020,31/01/2021,4.480553
1EA1B15810 Start Month 4 - 2 Year,EA1,0,10000,24,01/02/2020,31/01/2022,4.510853
1EA1B15810 Start Month 4 - 3 Year,EA1,0,10000,36,01/02/2020,31/01/2023,4.518226
1EA1B15810 Start Month 4 - 4 Year,EA1,0,10000,48,01/02/2020,31/01/2024,4.567452
1EA1B15810 Start Month 4 - 5 Year,EA1,0,10000,60,01/02/2020,31/01/2025,4.565735
1EA1B15810 Start Month 5 - 1 Year,EA1,0,10000,12,01/03/2020,28/02/2021,4.50247
1EA1B15810 Start Month 5 - 2 Year,EA1,0,10000,24,01/03/2020,28/02/2022,4.521155
1EA1B15810 Start Month 5 - 3 Year,EA1,0,10000,36,01/03/2020,28/02/2023,4.526407
1EA1B15810 Start Month 5 - 4 Year,EA1,0,10000,48,01/03/2020,29/02/2024,4.57634
1EA1B15810 Start Month 5 - 5 Year,EA1,0,10000,60,01/03/2020,28/02/2025,4.607689
1EA1B15810 Start Month 6 - 1 Year,EA1,0,10000,12,01/04/2020,31/03/2021,4.534184
1EA1B15810 Start Month 6 - 2 Year,EA1,0,10000,24,01/04/2020,31/03/2022,4.536406
1EA1B15810 Start Month 6 - 3 Year,EA1,0,10000,36,01/04/2020,31/03/2023,4.537517
1EA1B15810 Start Month 6 - 4 Year,EA1,0,10000,48,01/04/2020,31/03/2024,4.623647
1EA1B15810 Start Month 6 - 5 Year,EA1,0,10000,60,01/04/2020,31/03/2025,4.61486
1EA1B15810 Start Month 7 - 1 Year,EA1,0,10000,12,01/05/2020,30/04/2021,4.541355
1EA1B15810 Start Month 7 - 2 Year,EA1,0,10000,24,01/05/2020,30/04/2022,4.539739
1EA1B15810 Start Month 7 - 3 Year,EA1,0,10000,36,01/05/2020,30/04/2023,4.53984
1EA1B15810 Start Month 7 - 4 Year,EA1,0,10000,48,01/05/2020,30/04/2024,4.626071
1EA1B15810 Start Month 7 - 5 Year,EA1,0,10000,60,01/05/2020,30/04/2025,4.616375
1EA1B15810 Start Month 8 - 1 Year,EA1,0,10000,12,01/06/2020,31/05/2021,4.543072
1EA1B15810 Start Month 8 - 2 Year,EA1,0,10000,24,01/06/2020,31/05/2022,4.540446
1EA1B15810 Start Month 8 - 3 Year,EA1,0,10000,36,01/06/2020,31/05/2023,4.540749
1EA1B15810 Start Month 8 - 4 Year,EA1,0,10000,48,01/06/2020,31/05/2024,4.62698
1EA1B15810 Start Month 8 - 5 Year,EA1,0,10000,60,01/06/2020,31/05/2025,4.580279
1EA1B15810 Start Month 9 - 1 Year,EA1,0,10000,12,01/07/2020,30/06/2021,4.545799
1EA1B15810 Start Month 9 - 2 Year,EA1,0,10000,24,01/07/2020,30/06/2022,4.541658
1EA1B15810 Start Month 9 - 3 Year,EA1,0,10000,36,01/07/2020,30/06/2023,4.578259
1EA1B15810 Start Month 9 - 4 Year,EA1,0,10000,48,01/07/2020,30/06/2024,4.61486
1EA1B15810 Start Month 9 - 5 Year,EA1,0,10000,60,01/07/2020,30/06/2025,4.570078
1EA2B15810 Start Month 1 - 1 Year,EA2,0,10000,12,01/11/2019,31/10/2020,4.385209
1EA2B15810 Start Month 1 - 2 Year,EA2,0,10000,24,01/11/2019,31/10/2021,4.448334
1EA2B15810 Start Month 1 - 3 Year,EA2,0,10000,36,01/11/2019,31/10/2022,4.47217
1EA2B15810 Start Month 1 - 4 Year,EA2,0,10000,48,01/11/2019,31/10/2023,4.52483
1EA2B15810 Start Month 1 - 5 Year,EA2,0,10000,60,01/11/2019,31/10/2024,4.528062
1EA2B15810 Start Month 10 - 1 Year,EA2,0,10000,12,01/08/2020,31/07/2021,4.548728
1EA2B15810 Start Month 10 - 2 Year,EA2,0,10000,24,01/08/2020,31/07/2022,4.543072
1EA2B15810 Start Month 10 - 3 Year,EA2,0,10000,36,01/08/2020,31/07/2023,4.579673
1EA2B15810 Start Month 10 - 4 Year,EA2,0,10000,48,01/08/2020,31/07/2024,4.604962
1EA2B15810 Start Month 10 - 5 Year,EA2,0,10000,60,01/08/2020,31/07/2025,4.561897
1EA2B15810 Start Month 11 - 1 Year,EA2,0,10000,12,01/09/2020,31/08/2021,4.550445
1EA2B15810 Start Month 11 - 2 Year,EA2,0,10000,24,01/09/2020,31/08/2022,4.54388
